IFUEL,ITECHP2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,38,0,0,0,0,0,0,0,0,0.04815231,0.04815231,0.04815231,0,0.04815231,0.04815231,0.04815231,0.04815231,0.04815231,0.04815231,0
4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,1,0.87364858,1,0.87364858,0.87364858,0.87364858,1,1,0.30779883,0.30779883,0.30779883,0.60000002,0.30779883,0.30779883,0.30779883,0.30779883,0.30779883,0.30779883,0
5,2,0,0,0,0,0,0,0,0,0.03491686,0.03491686,0.03491686,0,0.03491686,0.03491686,0.03491686,0.03491686,0.03491686,0.03491686,0
5,3,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0,0.05,0.05,0.05,0.05,0.05,0.05,0
5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,8,0.78704715,0,0.78704715,0,0,0,0,0,0.69999999,0,0.69999999,0,0.69999999,0,0.69999999,0.69999999,0,0.69999999,0
5,9,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0.05,0,0.05,0.05,0,0.05,0
5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,44,0.84834242,0.84834242,0.84834242,0.84834242,0.84834242,0.84834242,0.84834242,0.84834242,0.78704715,0.78704715,0.78704715,0.78704715,0.78704715,0.78704715,0.78704715,0.78704715,0.78704715,0.78704715,0
5,45,0.43165877,0.39034608,0.64565355,0.63978916,0.6297254,0.6297254,0.64565355,0.64565355,0,0,0,0.0421612,0,0,0,0,0,0,0
5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,48,0,0,0,0,0,0,0.18899977,0.20603317,0,0,0,0,0,0,0,0,0,0,0
5,49,0,0.56183726,0,0.56183726,0.56183726,0.56183726,0.56183726,0.56183726,0,0,0,0.05870556,0,0,0,0,0,0,0
5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,1,1,1,1,1,1,1,1,0.35956174,0.35625428,0.34731668,1,0.35003641,0.33399218,0.32898235,0.35582897,0.34718406,0.34256843,0
6,2,0,0,0,0,0,0,0,0,0.28138947,0.27980292,0.27552903,0,0.2768015,0.26894012,0.26638854,0.27962178,0.2753523,0.27317369,0
6,3,0,0,0,0,0,0,0,0,0.33661342,0.34035385,0.35042971,0,0.34742981,0.36596328,0.37197879,0.34078085,0.35084629,0.35598248,0
6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,10,0.78704715,0,0.78704715,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
6,11,0,0,0,0,0,0,0,0,0.05,0,0.27934659,0,0.05,0,0.35622048,0.28691208,0,0.27939188,0
6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,1,1,1,1,1,1,1,1,0.35956174,0.35625428,0.34731668,1,0.35003641,0.33399218,0.32898235,0.35582897,0.34718406,0.34256843,0
7,2,0,0,0,0,0,0,0,0,0.28138947,0.27980292,0.27552903,0,0.2768015,0.26894012,0.26638854,0.27962178,0.2753523,0.27317369,0
7,3,0,0,0,0,0,0,0,0,0.33661342,0.34035385,0.35042971,0,0.34742981,0.36596328,0.37197879,0.34078085,0.35084629,0.35598248,0
7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,8,0.78704715,0,0.78704715,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
7,9,0,0,0,0,0,0,0,0,0.05,0,0.27934659,0,0.05,0,0.35622048,0.28691208,0,0.27939188,0
7,10,0,0,0,0,0,0,0,0,0.06625588,0.06672503,0.06672503,0,0.06672503,0.06672503,0.06672503,0.06176487,0.06381039,0.06371129,0
7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,26,0.00534894,0.00545283,0.00534894,0.00545283,0.00545283,0.00545283,0,0,0,0,0,0,0,0,0,0,0,0,0
7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,28,0.90963769,0.90963769,0.90963769,0.90963769,0.90963769,0.90963769,0.78704715,0.78704715,0,0,0,0.78704715,0,0,0,0,0,0,0
7,29,0.00550679,0.00550679,0.00550679,0.00550679,0.00550679,0.00550679,0.00288507,0.00288507,0,0,0,0,0,0,0,0,0,0,0
7,30,0,0.00319222,0,0.00319222,0.00319222,0.00319222,0.00352021,0.00352021,0,0,0,0,0,0,0,0,0,0,0
7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,33,0,0.44774112,0,0.44774112,0.44774112,0.44774112,0.44774112,0.44774112,0,0,0,0.44774112,0,0,0,0,0,0,0
7,34,0.00354963,0,0.00354963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,36,0,0.03260763,0,0.03260763,0.03260763,0.03260763,0.07417188,0.07417188,0,0,0,0,0,0,0,0,0,0,0
7,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,1,0.87364858,1,0.87364858,0.87364858,0.87364858,1,1,0.30779883,0.30779883,0.30779883,0.60000002,0.30779883,0.30779883,0.30779883,0.30779883,0.30779883,0.30779883,0
8,2,0,0,0,0,0,0,0,0,0.03491686,0.03491686,0.03491686,0,0.03491686,0.03491686,0.03491686,0.03491686,0.03491686,0.03491686,0
8,3,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0,0.05,0.05,0.05,0.05,0.05,0.05,0
8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,0.78704715,0,0.78704715,0,0,0,0,0,0.69999999,0,0.69999999,0,0.69999999,0,0.69999999,0.69999999,0,0.69999999,0
8,9,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0.05,0,0.05,0.05,0,0.05,0
8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
